chrom	txStart	txEnd	strand	#name	name2	exonCount
chr10	87429415	87430762	+	NR_000040	Tyms-ps	1
chr10	87553816	87555119	+	NM_029971	Pmch	3
chr10	87554142	87609686	-	NM_029249	4930547N16Rik	11
chr10	87609736	87641140	+	NM_027191	Nup37	10
chr10	87663841	87688107	+	NM_027487	Ccdc53	6
chr10	87785548	87819820	-	NM_027878	Dram1	7
chr10	87842156	87910074	+	NM_001004164	Gnptab	21
chr10	87922331	87935981	+	NM_011517	Sycp3	9
chr10	87935557	87966715	-	NR_027477	Chpt1	9
chr10	87981023	88067897	-	NM_175418	Mybpc1	29
chr10	88138014	88145768	-	NM_011461	Spic	6
chr10	88192285	88193846	-	NM_001037166	Gm4925	1
chr10	88194158	88205947	+	NM_025859	Arl1	6
chr10	88209351	88289559	-	NM_175158	Utp20	62
chr10	88348736	88392260	+	NM_145423	Slc5a8	15
chr10	88411738	88720535	-	NM_178773	Ano4	27
chr10	88871567	88906712	-	NM_001079876	Gas2l3	11
chr10	88916978	88969403	-	NM_001163700	Nr1h4	9
chr10	89036764	89083994	-	NM_182959	Slc17a8	12
chr10	89102851	89149030	-	NM_198021	Scyl2	18
chr10	89174717	89195040	-	NM_025914	Actr6	11
chr10	89207735	89282614	+	NM_029166	Uhrf1bp1l	21
chr10	90039435	90435729	+	NM_001177396	Anks1b	12
chr10	90452055	90545488	-	NM_009684	Apaf1	27
chr10	90545783	90565358	+	NM_027078	Ikbip	3
chr10	90579322	90586708	-	NM_133668	Slc25a3	8
chr10	90619843	90634327	-	NM_001080134	Tmpo	4
chr10	91534830	91534930	-	NR_029812	Mir135a-2	1
chr10	91544490	91627923	-	NR_028262	Rmst	13
chr10	91599884	91599968	-	NR_037219	Mir1251	1
chr10	91634045	91838118	-	NR_046027	LOC627800	9
chr10	92147489	92185163	-	NM_008682	Nedd1	15
chr10	92259501	92299091	-	NR_040653	Gm872	7
chr10	92623620	92704087	+	NM_146239	Cdk17	17
chr10	92625529	92625648	+	NR_035452	Mir1931	1
chr10	92710160	92773904	-	NM_013508	Elk3	5
chr10	92798976	92811624	+	NR_038014	Gm17745	3
chr10	92916140	92947641	+	NM_008517	Lta4h	19
chr10	92951512	92979488	+	NM_010401	Hal	20
chr10	92986082	93002778	-	NM_027908	Amdhd1	9
chr10	93003376	93047071	+	NM_175488	Ccdc38	16
chr10	93045773	93052403	-	NM_027246	Snrpf	4
chr10	93052157	93067990	+	NR_045810	4933408J17Rik	4
chr10	93103793	93208717	+	NM_021320	Ntn4	10
chr10	93127988	93128599	-	NR_027478	Gm8580	1
chr10	93136962	93146067	-	NR_038017	Gm15915	6
chr10	93294299	93320832	+	NM_001206851	Usp44	7
chr10	93321234	93353947	-	NM_019648	Metap2	12
chr10	93426512	93426608	-	NR_029764	Mir331	1
chr10	93430844	93498493	-	NM_172538	Vezt	12
chr10	93498745	93608084	+	NM_053072	Fgd6	21
chr10	93610675	93659959	+	NM_011629	Nr2c1	14
chr10	93661753	93683693	+	NM_025551	Ndufa12	4
chr10	93756407	93761448	-	NR_033209	Gm4792	3
chr10	93977601	94053699	+	NM_172051	Tmcc3	4
chr10	94136237	94151358	-	NR_015524	4932415G12Rik	3
chr10	94151534	94253081	+	NM_029852	Ccdc41	16
chr10	94253611	94407212	-	NM_018797	Plxnc1	31
chr10	94637379	94786731	-	NM_009950	Cradd	3
chr10	94798909	94825850	+	NR_045337	2310039L15Rik	3
chr10	94874123	94877917	-	NM_001168657	Socs2	2
chr10	94880008	94891274	+	NR_045339	5730420D15Rik	5
chr10	94943439	94964561	-	NM_026065	Mrpl42	6
chr10	94977795	95008292	+	NM_080560	Ube2n	4
chr10	95009640	95026801	-	NM_027722	Nudt4	5
chr10	95021864	95021955	-	NR_037212	Mir3058	1
chr10	95403296	95508152	+	NM_001001932	Eea1	29
chr10	96079634	96085445	+	NM_007569	Btg1	2
chr10	96498401	96523693	+	NR_045358	4930556N09Rik	5
chr10	96886111	96886196	+	NR_039547	Mir3966	1
chr10	96944983	96980796	+	NM_007833	Dcn	8
chr10	97028134	97035337	+	NM_008524	Lum	3
chr10	97053617	97059565	-	NR_045356	4930473O22Rik	3
chr10	97069838	97076322	+	NM_008438	Kera	3
chr10	97106701	97144534	+	NM_007884	Epyc	8
chr10	97144047	97429724	-	NR_033537	Gm10754	5
chr10	97155692	97157560	+	NM_025724	4921510H08Rik	1
chr10	97762560	97814501	-	NR_045179	Gm8633	5
chr10	98377785	98488777	+	NM_026482	Atp2b1	21
chr10	98569804	98660622	+	NM_027740	Poc1b	12
chr10	98570768	98575881	+	NM_015737	Galnt4	1
chr10	98725864	98730123	+	NM_026268	Dusp6	3
chr10	99071804	99120768	+	NR_038019	Gm20110	3
chr10	99101364	99104554	-	NR_038018	Gm18409	3
chr10	99220338	99222292	-	NM_027945	Csl	1
chr10	99478457	99563046	+	NM_013598	Kitl	10
chr10	99803471	99804396	+	NM_001166638	Gm4303	2
chr10	99808605	99809515	+	NM_001166639	Gm4305	1
chr10	99808605	99809515	+	NM_001166641	Gm4307	1
chr10	99813724	99824881	+	NM_001166634	Gm4302	2
chr10	99829132	99830046	+	NM_001166636	Gm4312	1
chr10	99844280	99845194	-	NM_001166637	Gm4301	1
chr10	99906535	99949981	-	NM_001110013	Tmtc3	14
chr10	99950922	100036289	+	NM_146009	Cep290	53
chr10	100034907	100051893	-	NM_175128	4930430F08Rik	7
chr10	100055019	100081025	+	NM_001081246	1700017N19Rik	13
chr10	101235325	101235406	+	NR_037211	Mir3059	1
chr10	101621712	101854102	+	NM_001162369	Mgat4c	6
chr10	101944389	101953052	-	NM_024435	Nts	4
chr10	101974855	102009194	+	NM_146240	Rassf9	2
chr10	102470480	102491411	-	NM_172553	Alx1	4
chr10	102525831	102698956	-	NM_001163559	Lrriq1	26
chr10	102830441	102882013	+	NM_001252330	Slc6a15	12
chr10	103605568	103616547	+	NM_001177535	Gm4340	3
chr10	104624719	105011535	-	NM_177368	Tmtc2	12
chr10	105011606	105020926	+	NR_038032	Gm15663	3
chr10	105200240	105278436	-	NM_207522	BC067068	12
chr10	105278534	105284566	+	NM_025602	Ccdc59	4
chr10	105907365	106370524	+	NM_177373	Ppfia2	32
chr10	106402137	106560720	-	NM_198636	Acss3	11
chr10	106708886	106862199	+	NM_001039354	Lin7a	6
chr10	106919963	106923190	-	NM_008656	Myf5	3
chr10	106929915	106931785	-	NM_008657	Myf6	3
chr10	106954415	107157083	-	NM_001081432	Ptprq	45
chr10	107199365	107349190	-	NM_001177567	Otogl	58
chr10	107599455	107714631	+	NM_027892	Ppp1r12a	26
chr10	107769244	107851447	+	NM_054056	Pawr	7
chr10	107934705	108448031	-	NM_001252341	Syt1	12
chr10	108136099	108137216	-	NM_203660	Gm5136	1
chr10	109120494	109437275	-	NM_001081035	Nav3	39
chr10	110037705	110053017	+	NR_028438	9230102K24Rik	3
chr10	110182520	110224440	+	NM_178609	E2f7	13
chr10	110238229	110333563	-	NR_045979	1700020G17Rik	3
chr10	110357231	110376570	+	NM_007792	Csrp2	6
chr10	110378835	110447122	-	NM_172554	Zdhhc17	17
chr10	110601857	110734303	+	NM_175489	Osbpl8	24
chr10	110735734	110738792	+	NM_027914	Bbs10	2
chr10	110917672	110935206	+	NM_001146707	Nap1l1	14
chr10	110937843	110938401	+	NR_033603	Gm5176	1
chr10	110943341	110945705	+	NM_009344	Phlda1	2
chr10	111023774	111031329	-	NR_045344	4933440J02Rik	4
chr10	111291576	111311432	-	NR_046029	LOC629206	6
chr10	111409750	111425486	+	NM_178610	Krr1	10
chr10	111422503	111434320	-	NM_028608	Glipr1	6
chr10	111497244	111515566	+	NM_027018	Glipr1l1	5
chr10	111520409	111545154	+	NM_026223	Glipr1l2	6
chr10	111602731	111653611	+	NM_178278	Caps2	17
chr10	111708178	111903360	+	NM_001025581	Kcnc2	5
chr10	112163981	112222655	+	NR_040579	1700010J16Rik	7
chr10	112362483	112366082	-	NM_001033474	Atxn7l3b	1
chr10	113835876	114238426	-	NM_146241	Trhde	19
chr10	114515696	114622078	-	NM_173391	Tph2	11
chr10	114634926	114688549	-	NM_025706	Tbc1d15	17
chr10	114726917	114752647	-	NM_024454	Rab21	7
chr10	114777795	114799318	-	NM_133683	Tmem19	7
chr10	114807021	114821491	-	NM_025780	Thap2	3
chr10	114822014	114869827	+	NM_001033261	Zfc3h1	35
chr10	114887369	115024836	-	NM_010195	Lgr5	18
chr10	115007041	115019510	+	NM_029982	A930009A15Rik	5
chr10	115254339	115286949	+	NM_001168680	Tspan8	9
chr10	115548719	115550973	-	NM_001161855	4933416C03Rik	1
chr10	115580953	115711985	+	NM_001161837	Ptprr	13
chr10	115738429	115826594	+	NM_029928	Ptprb	32
chr10	115854923	115910579	-	NM_021452	Kcnmb4	3
chr10	115855176	115858291	+	NR_028107	1700058G18Rik	2
chr10	115922216	116018567	-	NM_028082	Cnot2	15
chr10	116160122	116166233	-	NR_045345	1700030O20Rik	3
chr10	116213600	116333935	-	NM_001033333	Gm239	25
chr10	116342839	116387436	-	NM_001003950	Rab3ip	10
chr10	116387617	116400335	+	NR_038025	4933412E12Rik	4
chr10	116401795	116406163	+	NR_027847	D630029K05Rik	3
chr10	116423369	116462096	+	NM_001007583	Best3	10
chr10	116482396	116483824	+	NM_146242	Lrrc10	1
chr10	116488053	116500870	-	NM_007636	Cct2	16
chr10	116507182	116585530	-	NM_177798	Frs2	10
chr10	116652196	116661563	-	NM_026570	Yeats4	7
chr10	116670808	116675737	-	NM_029906	9530003J23Rik	4
chr10	116714596	116719328	-	NM_017372	Lyz2	4
chr10	116724850	116729924	-	NM_013590	Lyz1	4
chr10	116781723	116814029	-	NM_001013391	Cpsf6	10
chr10	117066555	117124408	+	NM_027468	Cpm	9
chr10	117125960	117147772	-	NM_010786	Mdm2	12
chr10	117170733	117183414	-	NM_029875	Slc35e3	5
chr10	117187698	117229761	-	NM_134010	Nup107	28
chr10	117251652	117283030	-	NM_024457	Rap1b	8
chr10	117362514	117385363	+	NR_045342	4933411E08Rik	4
chr10	117578842	117606055	+	NM_001162905	Mdm1	14
chr10	117642019	117647102	+	NM_016971	Il22	5
chr10	117726685	117732094	-	NM_054079	Iltifb	5
chr10	117878102	117882948	+	NM_008337	Ifng	4
chr10	118296404	118305959	-	NM_001014390	Dyrk2	3
chr10	118529960	118540163	+	NR_045348	1700064J06Rik	4
chr10	118635867	118677111	-	NM_027994	Cand1	15
chr10	118850499	118863920	+	NR_040578	1700025F24Rik	4
chr10	118891369	119512649	+	NM_133442	Grip1	22
chr10	119183117	119198755	-	NR_045359	4930564G21Rik	3
chr10	119520663	119550021	-	NM_080446	Helb	13
chr10	119578709	119638593	-	NM_028679	Irak3	12
chr10	119645881	119661953	+	NM_026617	Tmbim4	7
chr10	119664115	119669126	+	NM_025431	Llph	3
chr10	119798330	119913991	-	NM_010441	Hmga2	5
chr10	119826578	119829849	+	NR_040626	9230105E05Rik	3
chr10	119885046	119885166	-	NR_030434	Mir763	1
chr10	120202787	120211541	+	NR_038003	4921513I03Rik	3
chr10	120218156	120336027	-	NM_177092	Msrb3	7
chr10	120294684	120300384	+	NR_038023	Gm15910	3
chr10	120360466	120416386	-	NM_001081193	Lemd3	13
chr10	120471059	120537698	+	NM_011915	Wif1	10
chr10	120700875	120748245	-	NM_029057	Tbc1d30	12
chr10	120802145	120834301	+	NM_029364	Gns	14
chr10	120847406	120913306	-	NM_138956	Rassf3	5
chr10	120983512	121023850	-	NM_019786	Tbk1	21
chr10	121024435	121063372	-	NM_001081056	Xpot	25
chr10	121078756	121130970	+	NM_177335	D930020B18Rik	13
chr10	121176992	121189915	+	NM_173022	BC048403	3
chr10	121218046	121484371	-	NM_001081037	Srgap1	22
chr10	121515167	121516935	-	NR_004052	Gm9079	1
chr10	121518315	121534158	-	NM_153059	Tmem5	6
chr10	121556752	121567614	+	NR_027637	Gm4489	3
chr10	121885554	121890509	+	NM_016847	Avpr1a	2
chr10	122002078	122006947	-	NR_040616	A130077B15Rik	3
chr10	122115817	122382849	+	NM_001110218	Ppm1h	10
chr10	122422695	122422780	-	NR_029527	Mirlet7i	1
chr10	122429116	122513561	-	NM_001163024	Mon2	35
chr10	122550299	122633979	-	NM_027604	Usp15	22
chr10	122701131	123178260	+	NM_182807	Fam19a2	6
chr10	123906129	123961544	+	NR_028310	4930503E24Rik	4
chr10	124664540	124765591	-	NM_011391	Slc16a7	7
chr10	125403274	125452415	+	NM_177152	Lrig3	19
chr10	126305483	126338427	-	NM_026858	Xrcc6bp1	6
chr10	126415772	126437031	+	NM_001113470	Ctdsp2	8
chr10	126432585	126432669	+	NR_029803	Mir26a-2	1
chr10	126435495	126435616	+	NR_030259	Mir546	1
chr10	126437764	126458050	+	NM_009635	Avil	20
chr10	126459387	126467870	-	NM_025537	Tsfm	6
chr10	126469960	126478450	-	NM_001205036	LOC100504608	3
chr10	126478987	126482517	+	NM_010792	Mettl1	6
chr10	126485301	126490062	+	NM_010009	Cyp27b1	9
chr10	126493105	126497240	-	NM_001033262	March9	4
chr10	126500658	126504338	+	NM_009870	Cdk4	8
chr10	126504345	126507317	-	NM_025982	Tspan31	6
chr10	126507536	126508157	+	NR_040660	LOC100504703	2
chr10	126515962	126530225	+	NM_001033263	Agap2	19
chr10	126531314	126558216	-	NM_177614	Os9	14
chr10	126602886	126609396	+	NM_027739	B4galnt1	10
chr10	126609481	126617701	-	NM_177615	Slc26a10	17
chr10	126619576	126626879	-	NM_001166413	Arhgef25	16
chr10	126627433	126632765	-	NM_030714	Dtx3	6
chr10	126632304	126639699	+	NR_045716	F420014N23Rik	3
chr10	126634122	126648678	-	NM_054097	Pip4k2c	10
chr10	126666105	126700419	-	NM_008447	Kif5a	28
chr10	126703317	126719015	+	NM_027151	Dctn2	14
chr10	126719011	126725827	-	NM_033072	Mbd6	13
chr10	126727848	126733344	+	NM_007837	Ddit3	4
chr10	126733276	126748842	-	NM_001171582	Mars	22
chr10	126760782	126766999	+	NM_146011	Arhgap9	15
chr10	126766937	126778635	-	NM_010296	Gli1	13
chr10	126786457	126788828	-	NM_008382	Inhbe	2
chr10	126793381	126807600	-	NM_010565	Inhbc	2
chr10	126857922	126936440	+	NM_027900	R3hdm2	24
chr10	126938772	126945871	+	NM_177707	Stac3	12
chr10	126951994	126954210	+	NM_001098789	Ndufa4l2	4
chr10	126954178	126959500	-	NM_028230	Shmt2	12
chr10	126962528	126971615	-	NM_183297	Nxph4	2
chr10	126975213	127058204	-	NM_008512	Lrp1	89
chr10	127080041	127098043	+	NM_009284	Stat6	22
chr10	127097973	127103759	-	NM_008668	Nab2	7
chr10	127104178	127105907	+	NR_045171	1700012D01Rik	2
chr10	127114120	127138103	+	NM_001113211	Tmem194	9
chr10	127142311	127157996	+	NM_001081219	Myo1a	27
chr10	127162447	127168824	+	NM_009312	Tac2	7
chr10	127176593	127184395	+	NM_198035	Zbtb39	2
chr10	127186657	127188854	-	NM_007412	Gpr182	2
chr10	127196818	127205355	+	NM_080436	Rdh1	4
chr10	127213460	127229753	+	NM_153133	Rdh9	4
chr10	127238208	127252895	+	NM_009040	Rdh16	4
chr10	127261271	127283621	+	NR_037604	Rdh18-ps	4
chr10	127286983	127298232	+	NM_147222	Rdh19	4
chr10	127303531	127314375	+	NM_145424	BC089597	4
chr10	127321082	127325789	-	NM_001150749	Rdh7	4
chr10	127335590	127348815	+	NM_027301	Sdr9c7	4
chr10	127427991	127444564	-	NM_013786	Hsd17b6	6
chr10	127452270	127467086	+	NM_008921	Prim1	13
chr10	127472401	127485693	+	NM_001113199	Naca	9
chr10	127496037	127514310	+	NM_019766	Ptges3	8
chr10	127520362	127527444	+	NM_016774	Atp5b	10
chr10	127522341	127522419	+	NR_030442	Mir677	1
chr10	127529838	127566359	+	NM_054078	Baz2a	30
chr10	127566525	127613624	-	NM_019711	Rbms2	13
chr10	127631690	127647060	+	NM_001033264	Gls2	18
chr10	127646965	127648850	-	NM_025716	Spryd4	2
chr10	127662893	127668867	+	NM_008600	Mip	4
chr10	127675121	127689997	+	NM_011589	Timeless	29
chr10	127691186	127692957	+	NM_133996	Apon	2
chr10	127705052	127707207	+	NM_133997	Apof	2
chr10	127707631	127729905	+	NM_019963	Stat2	24
chr10	127733195	127735140	-	NM_031252	Il23a	4
chr10	127740390	127758414	+	NM_133992	Pan2	26
chr10	127759514	127764243	+	NM_019953	Cnpy2	6
chr10	127774887	127799535	+	NM_026444	Cs	11
chr10	127800152	127807093	-	NM_001081040	Coq10a	5
chr10	127814179	127831062	+	NM_172790	Ankrd52	28
chr10	127832987	127838280	-	NM_001136237	Slc39a5	12
chr10	127838450	127846852	-	NM_027257	Obfc2b	7
chr10	127848671	127878497	+	NM_026259	Rnf41	8
chr10	127896291	127927230	+	NM_001114097	Smarcc2	28
chr10	127927916	127930881	-	NM_010860	Myl6	6
chr10	127931212	127935741	-	NM_172259	Myl6b	7
chr10	127947305	127962915	-	NM_011843	Esyt1	31
chr10	127980620	127984800	-	NM_134003	Zc3h10	3
chr10	127985165	127986224	-	NM_018860	Rpl41	4
chr10	127994821	128002990	-	NM_011119	Pa2g4	12
chr10	128006423	128026557	-	NM_010153	Erbb3	28
chr10	128061584	128063562	-	NM_013765	Rps26	4
chr10	128069470	128083049	-	NM_011772	Ikzf4	8
chr10	128106942	128110974	-	NM_173733	Suox	4
chr10	128114238	128133324	-	NM_177411	Rab5b	6
chr10	128134994	128142107	-	NM_016756	Cdk2	7
chr10	128143313	128157294	+	NM_021882	Pmel	11
chr10	128157191	128181112	-	NM_016811	Dgka	24
chr10	128184934	128203624	+	NM_001253705	Wibg	3
chr10	128228008	128237880	+	NM_021412	Mmp19	9
chr10	128237091	128241426	-	NM_178066	Tmem198b	5
chr10	128242731	128256502	+	NM_028873	Dnajc14	7
chr10	128254512	128258687	-	NM_024180	Ormdl2	4
chr10	128258826	128314694	+	NM_025364	Sarnp	11
chr10	128321601	128328774	-	NM_010272	Gdf11	3
chr10	128346921	128349874	+	NM_007653	Cd63	8
chr10	128350646	128356353	-	NM_134006	Rdh5	5
chr10	128356969	128360580	-	NM_015740	Bloc1s1	4
chr10	128370868	128395340	+	NM_008398	Itga7	25
chr10	128395332	128398044	-	NM_027853	Mettl7b	2
chr10	128426969	128427908	+	NM_146861	Olfr9	1
chr10	128448342	128449272	+	NM_146862	Olfr763	1
chr10	128483187	128484117	-	NM_001085477	Olfr765	1
chr10	128516087	128517017	-	NM_146318	Olfr767	1
chr10	128530089	128531028	-	NM_146864	Olfr768	1
chr10	128548540	128549479	-	NM_146267	Olfr769	1
chr10	128569886	128570822	-	NM_146863	Olfr770	1
chr10	128597084	128598038	-	NM_146547	Olfr771	1
chr10	128611106	128612110	-	NM_146266	Olfr772	1
chr10	128623539	128624475	-	NM_207008	Olfr773	1
chr10	128675206	128676145	+	NM_207620	Olfr774	1
chr10	128687591	128688530	+	NM_146545	Olfr775	1
chr10	128698018	128698957	+	NM_207559	Olfr776	1
chr10	128705441	128706377	-	NM_146544	Olfr777	1
chr10	128758680	128759619	+	NM_146284	Olfr780	1
chr10	128769938	128770874	+	NM_146728	Olfr781	1
chr10	128787620	128788565	+	NM_001011797	Olfr782	1
chr10	128824690	128825650	+	NM_146729	Olfr784	1
chr10	128873869	128874808	+	NM_146549	Olfr786	1
chr10	128899733	128900672	+	NM_001011822	Olfr787	1
chr10	128909749	128910685	+	NM_146551	Olfr788	1
chr10	128937941	128938910	+	NM_146933	Olfr790	1
chr10	128963284	128964223	+	NM_146930	Olfr791	1
chr10	128977594	128978530	+	NM_001011849	Olfr792	1
chr10	129007712	129008675	+	NM_146378	Olfr794	1
chr10	129044602	129045535	-	NM_146931	Olfr796	1
chr10	129062179	129063115	-	NM_146556	Olfr798	1
chr10	129084185	129085121	+	NM_146927	Olfr799	1
chr10	129096863	129097799	+	NM_146548	Olfr800	1
chr10	129106616	129107573	-	NM_146285	Olfr801	1
chr10	129118854	129119793	-	NM_146932	Olfr802	1
chr10	129128168	129129095	-	NM_146554	Olfr803	1
chr10	129141935	129142880	+	NM_001011821	Olfr804	1
chr10	129159638	129160598	-	NM_146555	Olfr805	1
chr10	129175029	129175971	-	NM_146553	Olfr806	1
chr10	129191568	129192504	-	NM_146929	Olfr807	1
chr10	129204553	129205492	+	NM_146928	Olfr808	1
chr10	129212926	129213913	+	NM_146324	Olfr809	1
chr10	129227704	129228643	-	NM_146550	Olfr810	1
chr10	129238619	129239579	-	NM_146552	Olfr811	1
chr10	129279163	129280096	-	NM_146795	Olfr812	1
chr10	129293575	129294508	+	NM_207147	Olfr813	1
chr10	129310878	129311811	-	NM_207159	Olfr814	1
chr10	129338831	129339782	-	NM_146670	Olfr815	1
chr10	129348393	129349332	-	NM_146672	Olfr816	1
chr10	129382159	129383116	-	NM_146777	Olfr818	1
chr10	129402791	129403754	-	NM_001165944	Olfr819	1
chr10	129411660	129412605	-	NM_146269	Olfr247	1
chr10	129454418	129455357	+	NM_146675	Olfr820	1
chr10	129470683	129471616	+	NM_146776	Olfr821	1
chr10	129511467	129512406	+	NM_146671	Olfr822	1
chr10	129548896	129549844	-	NM_146673	Olfr823	1
chr10	129563163	129564111	-	NM_146674	Olfr824	1
chr10	129599417	129600380	-	NM_146677	Olfr825	1
chr10	129616992	129617934	-	NM_146676	Olfr826	1
chr10	129647215	129648184	-	NM_146300	Olfr827	1
chr10	129705207	129717296	-	NM_007501	Neurod4	2
chr10	129759907	129799698	+	NM_183264	Tespa1	9
chr10	129822855	129831297	-	NM_001081448	Vmn2r84	6
chr10	129855316	129866668	-	NM_001102602	Vmn2r85	6
chr10	129883254	129892950	-	NM_001103365	Vmn2r86	6
chr10	129908876	129934435	-	NM_001103366	Vmn2r87	6
chr11	3024023	3031947	+	NR_003517	Pisd-ps1	7
chr11	3024029	3031945	+	NR_003518	Pisd-ps3	7
chr11	3031852	3093466	-	NM_030207	Sfi1	33
chr11	3103021	3144591	+	NM_001166549	Eif4enif1	18
chr11	3149924	3166389	-	NM_007879	Drg1	9
chr11	3190459	3209086	+	NM_001253691	Patz1	5
chr11	3209002	3220725	+	NR_045708	Gm11944	6
chr11	3230733	3242974	+	NM_178149	Pik3ip1	6
chr11	3243385	3309238	-	NM_010718	Limk2	16
chr11	3315985	3352328	-	NM_145355	Rnf185	8
chr11	3352439	3379834	+	NR_028317	8430429K09Rik	4
chr11	3388229	3394169	+	NM_172791	Pla2g3	7
chr11	3394274	3404824	-	NM_172439	Inpp5j	13
chr11	3414704	3417354	+	NM_053267	Selm	5
chr11	3417524	3439295	-	NM_001159284	Smtn	22
chr11	3543270	3547536	-	NR_002322	Tug1	2
chr11	3549496	3590373	+	NM_001159288	Morc2a	27
chr11	3603733	3763906	-	NM_152818	Osbp2	14
chr11	3786090	3795129	-	NM_026150	4921536K21Rik	3
chr11	3795242	3801299	+	NM_173745	Dusp18	2
chr11	3807024	3814667	-	NM_153142	Slc35e4	2
chr11	3817080	3831964	-	NM_001130459	Tcn2	10
chr11	3863977	3880007	+	NM_022889	Pes1	15
chr11	3883638	3899331	+	NM_016922	Gal3st1	4
chr11	3931784	3948012	+	NM_146013	Sec14l4	12
chr11	3964855	3978993	+	NM_001029937	Sec14l3	12
chr11	3991483	3995434	-	NM_026443	Mtfp1	4
chr11	3997042	4018732	-	NM_144520	Sec14l2	12
chr11	4035162	4041195	+	NM_027859	Rnf215	9
chr11	4039366	4039449	+	NR_037220	Mir3060	1
chr11	4041126	4060296	-	NM_001164620	Ccdc157	12
chr11	4060356	4082544	+	NM_026175	Sf3a1	16
chr11	4086835	4115508	+	NM_134023	Tbc1d10a	9
chr11	4118253	4122412	+	NM_028022	Gatsl3	9
chr11	4136787	4141029	+	NM_001013365	Osm	3
chr11	4157570	4172517	+	NM_008501	Lif	4
chr11	4246385	4341085	-	NM_029458	Hormad2	11
chr11	4380870	4494818	-	NM_028860	Mtmr3	18
chr11	4520277	4527769	-	NR_027798	Gm11961	3
chr11	4537795	4583388	+	NM_029291	Ascc2	20
chr11	4601970	4604347	-	NM_197979	Uqcr10	2
chr11	4604680	4637669	+	NM_026015	Zmat5	6
chr11	4638823	4646781	-	NM_138948	Cabp7	5
chr11	4665847	4749547	-	NM_010898	Nf2	16
chr11	4774005	4794203	+	NM_008698	Nipsnap1	10
chr11	4795345	4828868	+	NM_172438	Thoc5	20
chr11	4838758	4848067	-	NM_010904	Nefh	4
chr11	4847523	4942797	+	NM_001243043	Ap1b1	23
chr11	4958130	4960386	+	NM_145216	Rasl10a	3
chr11	4960377	4965330	-	NM_144560	Gas2l1	7
chr11	4969690	4999080	-	NM_007968	Ewsr1	17
chr11	4999440	5006094	+	NM_177370	Rhbdd3	9
chr11	5006268	5052225	-	NM_080595	Emid1	15
chr11	5091555	5161613	-	NM_032396	Kremen1	9
chr11	5176331	5344850	-	NM_001080924	Znrf3	9
chr11	5420969	5425875	+	NM_013842	Xbp1	5
chr11	5428890	5442220	-	NM_134033	Ccdc117	5
chr11	5469686	5589340	+	NM_023816	Ankrd36	27
chr11	5603985	5607702	-	NM_026080	Mrps24	4
chr11	5613419	5641179	-	NM_178623	Urgcp	6
chr11	5662152	5684713	+	NR_015577	2210015D19Rik	7
chr11	5688485	5700983	+	NM_001146309	Dbnl	13
chr11	5701639	5703799	-	NM_018870	Pgam2	3
chr11	5727862	5738019	-	NM_017401	Polm	11
chr11	5761868	5772228	+	NM_009636	Aebp1	21
chr11	5772182	5778259	-	NM_008894	Pold2	11
chr11	5796639	5798785	-	NM_022879	Myl7	7
chr11	5800825	5849602	-	NM_010292	Gck	10
chr11	5855760	5867783	+	NM_019661	Ykt6	7
chr11	5869668	5965751	-	NM_001174053	Camk2b	20
chr11	6005694	6100454	-	NM_173748	Nudcd3	6
chr11	6072510	6073334	-	NR_029471	Rps15a-ps6	1
chr11	6111013	6130248	-	NM_207242	Npc1l1	19
chr11	6157547	6167732	-	NM_026538	Ddx56	14
chr11	6170716	6174840	-	NM_134020	Tmed4	5
chr11	6191599	6259097	+	NM_010956	Ogdh	23
chr11	6289366	6306165	+	NM_028601	Zmiz2	20
chr11	6315872	6319813	+	NM_008907	Ppia	5
chr11	6327228	6344446	-	NM_029938	H2afv	5
chr11	6367601	6376079	-	NM_011221	Purb	1
chr11	6406550	6420961	-	NM_178440	Myo1g	22
chr11	6425593	6428763	-	NR_045893	Gm11974	4
chr11	6446889	6496764	+	NM_146014	Ccm2	10
chr11	6497825	6506057	-	NM_001081652	Nacad	8
chr11	6515600	6526070	-	NM_134011	Tbrg4	12
chr11	6520321	6520422	-	NR_034042	Snora5c	1
chr11	6535485	6538652	-	NM_011709	Wap	4
chr11	6550150	6560239	-	NR_028586	Gm11978	6
chr11	6558535	6577478	+	NM_019511	Ramp3	3
chr11	6616003	6620040	-	NR_046025	Gm11981	5
chr11	6963491	7078508	+	NM_009622	Adcy1	20
chr11	7083159	7088572	-	NR_045101	Gm11985	4
chr11	7097789	7102549	+	NM_008341	Igfbp1	4
chr11	7106095	7113926	-	NM_008343	Igfbp3	5
